Close,SMA,country
42.465,33.95516667,AUDINR
41.674,33.95516667,AUDINR
40.784,33.95516667,AUDINR
40.613998,33.95516667,AUDINR
41.013,33.95516667,AUDINR
40.935001,33.95516667,AUDINR
39.004002,33.95516667,AUDINR
39.282001,33.95516667,AUDINR
42.009998,33.95516667,AUDINR
41.848999,33.95516667,AUDINR
43.332001,33.95516667,AUDINR
43.166,33.95516667,AUDINR
44.096001,33.95516667,AUDINR
45.551998,33.95516667,AUDINR
45.382,33.95516667,AUDINR
46.013,33.95516667,AUDINR
46.070999,33.95516667,AUDINR
48.223,33.95516667,AUDINR
48.099998,33.95516667,AUDINR
47.720001,33.95516667,AUDINR
48.435001,33.95516667,AUDINR
49.015999,33.95516667,AUDINR
47.82,33.95516667,AUDINR
52.007999,33.95516667,AUDINR
51.922001,33.95516667,AUDINR
53.754002,33.95516667,AUDINR
52.251999,33.95516667,AUDINR
52.924,33.95516667,AUDINR
52.605999,33.95516667,AUDINR
54.956001,33.95516667,AUDINR
54.497002,33.95516667,AUDINR
56.804001,33.95516667,AUDINR
58.119999,33.95516667,AUDINR
57.127998,33.95516667,AUDINR
54.846001,33.95516667,AUDINR
55.883999,33.95516667,AUDINR
57.124001,33.95516667,AUDINR
56.793999,33.95516667,AUDINR
55.471001,33.95516667,AUDINR
43.66,43.66,USDINR
43.560001,43.560001,USDINR
43.610001,43.610001,USDINR
43.431999,43.61000067,USDINR
43.619999,43.59333422,USDINR
43.459999,43.6044453,USDINR
43.360001,43.6025934,USDINR
43.98,43.6001243,USDINR
43.93,43.60238767,USDINR
45.040001,43.60170179,USDINR
45.860001,43.60140459,USDINR
44.970001,43.60183135,USDINR
43.900002,43.60164591,USDINR
44.25,43.60162728,USDINR
44.528,43.60170151,USDINR
44.805,43.60165823,USDINR
46.16,43.60166234,USDINR
45.805,43.60167403,USDINR
46.419998,43.60166487,USDINR
46.476002,43.60166708,USDINR
45.715,43.60166866,USDINR
44.834999,43.60166687,USDINR
44.550999,43.60166754,USDINR
44.040001,43.60166769,USDINR
44.005001,43.60166736,USDINR
44.015999,43.60166753,USDINR
43.044998,43.60166753,USDINR
40.969002,43.60166747,USDINR
40.546001,43.60166751,USDINR
40.529999,43.6016675,USDINR
40.397999,43.60166749,USDINR
40.575001,43.6016675,USDINR
39.575001,43.6016675,USDINR
39.174,43.6016675,USDINR
39.455002,43.6016675,USDINR
39.244999,43.6016675,USDINR
39.313999,43.6016675,USDINR
39.91,43.6016675,USDINR
39.889,43.6016675,USDINR
40.386002,43.6016675,USDINR
42.084999,43.6016675,USDINR
42.852001,43.6016675,USDINR
42.433998,43.6016675,USDINR
43.625,43.6016675,USDINR
46.601002,43.6016675,USDINR
49.403,43.6016675,USDINR
49.568001,43.6016675,USDINR
48.064999,43.6016675,USDINR
48.733002,43.6016675,USDINR
50.893002,43.6016675,USDINR
50.784,43.6016675,USDINR
49.188,43.6016675,USDINR
47.112999,43.6016675,USDINR
47.800999,43.6016675,USDINR
47.625999,43.6016675,USDINR
48.75,43.6016675,USDINR
47.810001,43.6016675,USDINR
46.917999,43.6016675,USDINR
46.458,43.6016675,USDINR
46.400002,43.6016675,USDINR
46.098,43.6016675,USDINR
46.068001,43.6016675,USDINR
44.799999,43.6016675,USDINR
44.25,43.6016675,USDINR
46.358002,43.6016675,USDINR
46.400002,43.6016675,USDINR
46.360001,43.6016675,USDINR
46.873001,43.6016675,USDINR
44.689999,43.6016675,USDINR
44.419998,43.6016675,USDINR
45.799999,43.6016675,USDINR
44.810001,43.6016675,USDINR
45.838001,43.6016675,USDINR
45.25,43.6016675,USDINR
44.610001,43.6016675,USDINR
44.299999,43.6016675,USDINR
45.083,43.6016675,USDINR
44.759998,43.6016675,USDINR
44.009998,43.6016675,USDINR
45.939999,43.6016675,USDINR
48.860001,43.6016675,USDINR
48.627998,43.6016675,USDINR
51.903,43.6016675,USDINR
53,43.6016675,USDINR
52.493,43.6016675,USDINR
49.068001,43.6016675,USDINR
50.868,43.6016675,USDINR
52.537998,43.6016675,USDINR
56.228001,43.6016675,USDINR
55.502998,43.6016675,USDINR
55.423,43.6016675,USDINR
55.627998,43.6016675,USDINR
52.848,43.6016675,USDINR
53.958,43.6016675,USDINR
54.838001,43.6016675,USDINR
54.752998,43.6016675,USDINR
53.303001,43.6016675,USDINR
56.884998,56.884998,EURINR
57.573002,57.573002,EURINR
56.714001,56.714001,EURINR
55.826,57.05733367,EURINR
53.710999,57.11477889,EURINR
52.514,56.96203785,EURINR
52.641998,57.0447168,EURINR
54.237999,57.04051118,EURINR
52.757,57.01575528,EURINR
53.955002,57.03366109,EURINR
54.099998,57.02997585,EURINR
53.212002,57.02646407,EURINR
53.318001,57.03003367,EURINR
52.741001,57.02882453,EURINR
53.955002,57.02844076,EURINR
54.087002,57.02909965,EURINR
59.124001,57.02878831,EURINR
58.404999,57.02877624,EURINR
59.268002,57.02888807,EURINR
59.516998,57.02881754,EURINR
55.834999,57.02882728,EURINR
57.235001,57.0288443,EURINR
59.018002,57.02882971,EURINR
55.898998,57.02883376,EURINR
57.290001,57.02883592,EURINR
58.235001,57.02883313,EURINR
55.542999,57.02883427,EURINR
55.926998,57.02883444,EURINR
54.549,57.02883395,EURINR
54.883999,57.02883422,EURINR
55.231998,57.0288342,EURINR
55.272999,57.02883412,EURINR
56.511002,57.02883418,EURINR
56.691002,57.02883417,EURINR
57.724998,57.02883416,EURINR
57.292,57.02883417,EURINR
58.437,57.02883417,EURINR
60.618999,57.02883417,EURINR
62.848999,57.02883417,EURINR
63.103001,57.02883417,EURINR
64.934998,57.02883417,EURINR
67.486,57.02883417,EURINR
66.168999,57.02883417,EURINR
64.164001,57.02883417,EURINR
65.694,57.02883417,EURINR
62.737,57.02883417,EURINR
62.944,57.02883417,EURINR
67.184998,57.02883417,EURINR
62.618999,57.02883417,EURINR
64.435997,57.02883417,EURINR
67.304001,57.02883417,EURINR
65.077003,57.02883417,EURINR
66.556999,57.02883417,EURINR
67.098999,57.02883417,EURINR
67.903999,57.02883417,EURINR
69.843002,57.02883417,EURINR
70.080002,57.02883417,EURINR
69.038002,57.02883417,EURINR
69.586998,57.02883417,EURINR
66.482002,57.02883417,EURINR
63.938,57.02883417,EURINR
62.852001,57.02883417,EURINR
60.515999,57.02883417,EURINR
58.869999,57.02883417,EURINR
56.908001,57.02883417,EURINR
56.869999,57.02883417,EURINR
60.534,57.02883417,EURINR
59.412998,57.02883417,EURINR
60.917,57.02883417,EURINR
61.151001,57.02883417,EURINR
60.09,57.02883417,EURINR
59.57,57.02883417,EURINR
62.410999,57.02883417,EURINR
62.200001,57.02883417,EURINR
62.991001,57.02883417,EURINR
65.549004,57.02883417,EURINR
64.269997,57.02883417,EURINR
64.580002,57.02883417,EURINR
62.973999,57.02883417,EURINR
66.248001,57.02883417,EURINR
66.413002,57.02883417,EURINR
68.806,57.02883417,EURINR
69.168999,57.02883417,EURINR
68.709,57.02883417,EURINR
65.095001,57.02883417,EURINR
66.066002,57.02883417,EURINR
67.862999,57.02883417,EURINR
69.563004,57.02883417,EURINR
69.504997,57.02883417,EURINR
70.209999,57.02883417,EURINR
67.872002,57.02883417,EURINR
69.516998,57.02883417,EURINR
67.159698,57.02883417,EURINR
69.872002,57.02883417,EURINR
71.068001,57.02883417,EURINR
72.361,57.02883417,EURINR
72.259003,57.02883417,EURINR
